"source_id"	"author"	"title"	"pub_place"	"publisher"	"pub_date"	"gender"	"gender_guess"	"ethnicity"	"occupation"	"occupation_free"	"state_born"	"state_main"	"state_died"	"born"	"died"	"words"
"eaf079v2"	"Cooper, James Fenimore"	"Jack Tier, or, The Florida reef, Vol.2"	"New York"	"Burgess, Stringer & Co"	1848	"M"	0	"White"	"Military-Seafaring"	"Sailor"	"NJ"	"NY"	"NY"	1789	1851	85846
"eaf080v1"	"Cooper, James Fenimore"	"The oak openings, or, The bee-hunter, Vol.1"	"New York"	"Burgess, Stringer & Co"	1848	"M"	0	"White"	"Military-Seafaring"	"Sailor"	"NJ"	"NY"	"NY"	1789	1851	86191
"eaf080v2"	"Cooper, James Fenimore"	"The oak openings, or, The bee-hunter, Vol.2"	"New York"	"Burgess, Stringer & Co"	1848	"M"	0	"White"	"Military-Seafaring"	"Sailor"	"NJ"	"NY"	"NY"	1789	1851	89469
"eaf081v1"	"Cooper, James Fenimore"	"The sea lions, or, The lost sealers, Vol.1"	"New York"	"Stringer & Townsend"	1849	"M"	0	"White"	"Military-Seafaring"	"Sailor"	"NJ"	"NY"	"NY"	1789	1851	84024
"eaf081v2"	"Cooper, James Fenimore"	"The sea lions, or, The lost sealers, Vol.2"	"New York"	"Stringer & Townsend"	1849	"M"	0	"White"	"Military-Seafaring"	"Sailor"	"NJ"	"NY"	"NY"	1789	1851	84989
"eaf082"	"Cooper, James Fenimore"	"The ways of the hour"	"New York"	"George P. Putnam"	1850	"M"	0	"White"	"Military-Seafaring"	"Sailor"	"NJ"	"NY"	"NY"	1789	1851	163747
"eaf083v1"	"Penfeather, Amabel"	"Elinor Wyllys, or, The young folk of Longbridge, Vol.1"	"Philadelphia"	"Carey & Hart"	1846	"F"	0	"White"	"Business-Trade"	"Secretary"	"NY"	"NY"	"NY"	1813	1894	82354
"eaf083v2"	"Penfeather, Amabel"	"Elinor Wyllys, or, The young folk of Longbridge, Vol.2"	"Philadelphia"	"Carey & Hart"	1846	"F"	0	"White"	"Business-Trade"	"Secretary"	"NY"	"NY"	"NY"	1813	1894	112145
"eaf084"	"Dana, Richard Henry"	"Poems and prose writings"	"Philadelphia"	"Marshall, Clark and Co."	1833	"M"	0	"White"	"Law"	"Lawyer"	"MA"	"MA"	"MA"	1787	1879	119092
"eaf085"	"Davis, Charles Augustus"	"Letters of J. Downing, major, Downingville militia, Second brigade, to his old friend, Mr. Dwight, of the New-York daily advertiser"	"New York"	"Harper & Brothers"	1834	"M"	1							1795	1867	50990
"eaf086v1"	"Dawes, Rufus"	"Nix's mate, Vol.1"	"New York"	"Samuel Colman"	1839	"M"	0	"White"	"Military-Seafaring"	"Officer"	"OH"	"OH"	"OH"	1803	1859	60040
"eaf086v2"	"Dawes, Rufus"	"Nix's mate, Vol.2"	"New York"	"Samuel Colman"	1839	"M"	0	"White"	"Military-Seafaring"	"Officer"	"OH"	"OH"	"OH"	1803	1859	58523
"eaf087"	"Duganne, A. J. H. (Augustine Joseph Hickey)"	"The two clerks, or, The orphan's gratitude"	"Boston"	"Brainard & Co."	1843	"M"	0	"White"	"Military-Seafaring"	"Officer"	"MA"	"NY"	"NY"	1823	1884	31009
"eaf089v1"	"Dunlap, William"	"Thirty years ago, or, The memoirs of a water drinker, Vol.1"	"New York"	"Bancroft & Holley"	1836	"M"	0	"White"	"Business-Trade"	"Producer"	"NJ"	"NY"	"NY"	1766	1839	83829
"eaf089v2"	"Dunlap, William"	"Thirty years ago, or, The memoirs of a water drinker, Vol.2"	"New York"	"Bancroft & Holley"	1836	"M"	0	"White"	"Business-Trade"	"Producer"	"NJ"	"NY"	"NY"	1766	1839	82476
"eaf090"	"Fairfield, Sumner Lincoln"	"The last night of Pompeii"	"New York"	"Printed by Elliott and Palmer"	1832	"M"	0	"White"	"Writer"	"Poet"	"MA"	"PA"	"PA"	1803	1844	31820
"eaf091v1"	"Cox, William"	"Crayon sketches, Vol.1"	"New York"	"Conner and Cooke"	1833	"M"	1								1851	47800
"eaf091v2"	"Cox, William"	"Crayon sketches, Vol.2"	"New York"	"Conner and Cooke"	1833	"M"	1								1851	49398
"eaf096v1"	"Fay, Theodore S. (Theodore Sedgwick)"	"Norman Leslie, Vol.1"	"New York"	"Harper & Brothers"	1835	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	66441
"eaf096v2"	"Fay, Theodore S. (Theodore Sedgwick)"	"Norman Leslie, Vol.2"	"New York"	"Harper & Brothers"	1835	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	56876
"eaf097v1"	"Fay, Theodore S. (Theodore Sedgwick)"	"Sydney Clifton, or, Vicissitudes in both hemispheres, Vol.1"	"New York"	"Harper & Brothers"	1839	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	51585
"eaf097v2"	"Fay, Theodore S. (Theodore Sedgwick)"	"Sydney Clifton, or, Vicissitudes in both hemispheres, Vol.2"	"New York"	"Harper & Brothers"	1839	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	47733
"eaf098v1"	"Fay, Theodore S. (Theodore Sedgwick)"	"The Countess Ida, Vol.1"	"New York"	"Harper"	1840	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	85751
"eaf098v2"	"Fay, Theodore S. (Theodore Sedgwick)"	"The Countess Ida, Vol.2"	"New York"	"Harper"	1840	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	82045
"eaf099"	"Fay, Theodore S. (Theodore Sedgwick)"	"Hoboken"	"New York"	"Harper & Brothers"	1843	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"Germany"	"Germany"	1807	1898	166818
"eaf100v1"	"Flint, Timothy"	"Francis Berrian, or, The Mexican patriot, Vol.1"	"Boston"	"Cummings, Hilliard & Co."	1826	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	84448
"eaf100v2"	"Flint, Timothy"	"Francis Berrian, or, The Mexican patriot, Vol.2"	"Boston"	"Cummings, Hilliard & Co."	1826	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	118415
"eaf101v1"	"Flint, Timothy"	"The life and adventures of Arthur Clenning, in two volumes, Vol.1"	"Philadelphia"	"Towar & Hogan"	1828	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	60669
"eaf101v2"	"Flint, Timothy"	"The life and adventures of Arthur Clenning, in two volumes, Vol.2"	"Philadelphia"	"Towar & Hogan"	1828	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	40757
"eaf102"	"Flint, Timothy"	"George Mason, the young backwoodsman, or, 'Don't give up the ship'"	"Boston"	"Hilliard, Gray, Little and Wilkins"	1829	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	56161
"eaf103v1"	"Flint, Timothy"	"The Shoshonee Valley, Vol.1"	"Cincinnati"	"E.H. Flint"	1830	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	103107
"eaf103v2"	"Flint, Timothy"	"The Shoshonee Valley, Vol.2"	"Cincinnati"	"E.H. Flint"	1830	"M"	0	"White"	"Church"	"Minister"	"MA"	"MS"	"MA"	1780	1840	85355
"eaf104"	"Foster, Hannah Webster"	"The coquette, or, The history of Eliza Wharton : a novel, founded on fact"	"Boston"	"Printed by Samuel Etheridge, for E. Larkin, no. 47, Cornhill"	1797	"F"	0	"White"	"Writer"	"Writer"	"MA"	"MA"	"MA"	1759	1840	55748
"eaf105"	"Foster, Hannah Webster"	"The boarding school, or, Lessons of a preceptress to her pupils ; consisting of information, instruction, and advice, calculated to improve the manners, and form the character of young ladies ; to which is added, a collection of letters, written by the pupils, to their instructor, their friends, and each other"	"Boston"	"by I. Thomas and E. T. Andrews ... [et al.]"	1798	"F"	0	"White"	"Writer"	"Writer"	"MA"	"MA"	"MA"	1759	1840	50083
"eaf107"	"Hale, Sarah Josepha Buell"	"Sketches of American character"	"Boston"	"Published by Putnam & Hunt, and Carter & Hendee"	1829	"F"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NH"	"PA"	"PA"	1788	1879	70916
"eaf108"	"Hale, Sarah Josepha Buell"	"Traits of American life"	"Philadelphia"	"E. L. Carey & A. Hart"	1835	"F"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NH"	"PA"	"PA"	1788	1879	62559
"eaf109"	"Hale, Sarah Josepha Buell"	"Keeping house and house keeping"	"New York"	"Harper & Brothers"	1845	"F"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NH"	"PA"	"PA"	1788	1879	27079
"eaf110"	"Hale, Sarah Josepha Buell"	"\"Boarding out\""	"New York"	"Harper & Brothers"	1846	"F"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NH"	"PA"	"PA"	1788	1879	20666
"eaf111v1"	"Hall, Baynard Rush"	"The new purchase, or, Seven and a half years in the far West, Vol.1"	"New York"	"D. Appleton & Company"	1843	"M"	0	"White"	"Church"	"Minister"	"PA"	"IN"		1798	1863	97741
"eaf111v2"	"Hall, Baynard Rush"	"The new purchase, or, Seven and a half years in the far West, Vol.2"	"New York"	"D. Appleton & Company"	1843	"M"	0	"White"	"Church"	"Minister"	"PA"	"IN"		1798	1863	98229
"eaf112"	"Hall, Baynard Rush"	"Something for every body"	"New York"	"D. Appleton & Company"	1846	"M"	0	"White"	"Church"	"Minister"	"PA"	"IN"		1798	1863	80277
"eaf114"	"Hall, James"	"The Harpe's head"	"Philadelphia"	"Key & Biddle"	1833	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"PA"	"IL"	"OH"	1793	1868	68217
"eaf115"	"Hall, James"	"The soldier's bride and other tales"	"Philadelphia"	"Key & Biddle"	1833	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"PA"	"IL"	"OH"	1793	1868	62099
"eaf116"	"Hall, James"	"Tales of the border"	"Philadelphia"	"Harrison Hall"	1835	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"PA"	"IL"	"OH"	1793	1868	60608
"eaf117"	"Hall, James"	"The wilderness and the war path, no. 15"	"New York"	"Wiley and Putnam"	1846	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"PA"	"IL"	"OH"	1793	1868	64438
"eaf119"	"Hawthorne, Nathaniel"	"Fanshawe"	"Boston"	"Marsh & Capen"	1828	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	40785
"eaf120"	"Hawthorne, Nathaniel"	"Twice-told tales"	"Boston"	"American Stationers Co., John B. Russell"	1837	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	71970
"eaf121"	"Hawthorne, Nathaniel"	"The gentle boy"	"Boston"	"Weeks, Jordan and Co."	1839	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	12351
"eaf133"	"Hawthorne, Nathaniel"	"The celestial rail-road"	"Boston"	"Wilder & Co."	1843	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	6633
"eaf134v1"	"Hawthorne, Nathaniel"	"Mosses from an old manse, Vol.1"	"New York"	"Wiley and Putnam"	1846	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	57983
"eaf134v2"	"Hawthorne, Nathaniel"	"Mosses from an old manse, Vol.2"	"New York"	"Wiley and Putnam"	1846	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	69138
"eaf135"	"Hawthorne, Nathaniel"	"The scarlet letter"	"Boston"	"Ticknor, Reed, and Fields"	1850	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"MA"	"MA"	"NH"	1804	1864	68561
"eaf137v1"	"Herbert, Henry William"	"Cromwell, Vol.1"	"New York"	"Harper & Brothers"	1838	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	77025
"eaf137v2"	"Herbert, Henry William"	"Cromwell, Vol.2"	"New York"	"Harper & Brothers"	1838	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	77939
"eaf138v1"	"Cypress, J."	"Sporting scenes and sundry sketches, Vol.1"	"New York"	"Gould, Banks & Co."	1842									1803	1841	70084
"eaf138v2"	"Cypress, J."	"Sporting scenes and sundry sketches, Vol.2"	"New York"	"Gould, Banks & Co."	1842									1803	1841	63436
"eaf146v1"	"Herbert, Henry William"	"The Roman traitor, Vol.1"	"New York"	"William Taylor & Co."	1846	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	87928
"eaf146v2"	"Herbert, Henry William"	"The Roman traitor, Vol.2"	"New York"	"William Taylor & Co."	1846	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	84530
"eaf147"	"Herbert, Henry William"	"Ingleborough Hall, and Lord of the manor"	"New York"	"Burgess, Stringer & Co"	1847	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	79641
"eaf148"	"Herbert, Henry William"	"Tales of the Spanish seas"	"New York"	"Burgess, Stringer & Co"	1847	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	87512
"eaf150"	"Herbert, Henry William"	"Pierre, the partisan"	"New York"	"Williams Brothers"	1848	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	71978
"eaf151"	"Herbert, Henry William"	"Dermot O'Brien; or, The taking of Tredagh"	"New York"	"Stringer & Townsend"	1849	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	55951
"eaf152"	"Herbert, Henry William"	"The deerstalkers, or, Circumstantial evidence"	"Philadelphia"	"Carey & Hart"	1849	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"England"	"NY"	"NY"	1807	1858	48093
"eaf153v1"	"Hoffman, Charles Fenno"	"Greyslaer, Vol.1"	"New York"	"Harper & Brothers"	1840	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NY"	"NY"	"PA"	1806	1884	68841
"eaf153v2"	"Hoffman, Charles Fenno"	"Greyslaer, Vol.2"	"New York"	"Harper & Brothers"	1840	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NY"	"NY"	"PA"	1806	1884	75491
"eaf154"	"Hoffman, Charles Fenno"	"Wild scenes in the forest and prairie"	"New York"	"William H. Colyer"	1843	"M"	0	"White"	"Editor-Critic-Journalist"	"Editor"	"NY"	"NY"	"PA"	1806	1884	105033
"eaf155v1"	"Ingraham, J. H. (Joseph Holt)"	"The South-west, Vol.1"	"New York"	"Harper & Brothers"	1835	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	61802
"eaf155v2"	"Ingraham, J. H. (Joseph Holt)"	"The South-west, Vol.2"	"New York"	"Harper & Brothers"	1835	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	69055
"eaf156v1"	"Ingraham, J. H. (Joseph Holt)"	"Lafitte, Vol.1"	"New York"	"Harper & Brothers"	1836	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	57304
"eaf156v2"	"Ingraham, J. H. (Joseph Holt)"	"Lafitte, Vol.2"	"New York"	"Harper & Brothers"	1836	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	57064
"eaf157v1"	"Ingraham, J. H. (Joseph Holt)"	"Burton, or, The sieges, Vol.1"	"New York"	"Harper"	1838	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	73506
"eaf157v2"	"Ingraham, J. H. (Joseph Holt)"	"Burton, or, The sieges, Vol.2"	"New York"	"Harper"	1838	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	81306
"eaf158v1"	"Ingraham, J. H. (Joseph Holt)"	"Captain Kyd, or, The wizard of the sea, Vol.1"	"New York"	"Harper"	1839	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	69287
"eaf158v2"	"Ingraham, J. H. (Joseph Holt)"	"Captain Kyd, or, The wizard of the sea, Vol.2"	"New York"	"Harper"	1839	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	66973
"eaf159"	"Ingraham, J. H. (Joseph Holt)"	"The American lounger, or, Tales, sketches, and legends, gathered in sundry journeyings"	"Philadelphia"	"Lea & Blanchard"	1839	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	65937
"eaf160v1"	"Ingraham, J. H. (Joseph Holt)"	"The quadroone, or, St. Michael's day, Vol.1"	"New York"	"Harper & Brothers"	1841	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	78722
"eaf160v2"	"Ingraham, J. H. (Joseph Holt)"	"The quadroone, or, St. Michael's day, Vol.2"	"New York"	"Harper & Brothers"	1841	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	71836
"eaf161"	"Ingraham, J. H. (Joseph Holt)"	"Edward Austin, or, The hunting flask"	"Boston"	"F. Gleason"	1842	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	37090
"eaf162"	"Ingraham, J. H. (Joseph Holt)"	"Fanny, or, The hunchback and the rou&eacute"		"[s.n.]"	1843	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	59851
"eaf163"	"Ingraham, J. H. (Joseph Holt)"	"Howard, or, The mysterious disappearance"	"Boston"	"Edward P. Williams"	1843	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	47551
"eaf164"	"Ingraham, J. H. (Joseph Holt)"	"Morris Gr&aelig;me, or, The cruise of the Sea-Slipper"	"Boston"	"Edward P. Williams"	1843	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	48455
"eaf165"	"Ingraham, J. H. (Joseph Holt)"	"The gipsy of the Highlands, or, The Jew and the heir"	"Boston"	"Redding & Co."	1843	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	46204
"eaf166"	"Ingraham, J. H. (Joseph Holt)"	"Biddy Woodhull, or, The pretty haymaker"	"Boston"	"Edward P. Williams"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	41154
"eaf167"	"Ingraham, J. H. (Joseph Holt)"	"Black Ralph, or, The helmsman of Hurlgate"	"Boston"	"Edward P. Williams"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	32514
"eaf168"	"Ingraham, J. H. (Joseph Holt)"	"Caroline Archer, or, The miliner's apprentice"	"Boston"	"Edward P. Williams"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	25166
"eaf169"	"Ingraham, J. H. (Joseph Holt)"	"Ellen Hart"	"Boston"	"[s.n.]"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	35778
"eaf170"	"Ingraham, J. H. (Joseph Holt)"	"Herman de Ruyter"	"Boston"	"[s.n.]"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	35036
"eaf171"	"Ingraham, J. H. (Joseph Holt)"	"Steel belt, or The three masted goleta"	"Boston"	"Published at the 'Yankee' Office"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	39056
"eaf172"	"Ingraham, J. H. (Joseph Holt)"	"The diary of a hackney coachman"	"Boston"	"Published at the 'Yankee' Office"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	21935
"eaf173"	"Ingraham, J. H. (Joseph Holt)"	"The midshipman, or, The corvette and brigantine"	"Boston"	"F. Gleason"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	43956
"eaf174"	"Ingraham, J. H. (Joseph Holt)"	"The silver bottle, or, The adventures of \"Little Marlboro\" in search of his father"	"Boston"	"Published at the 'Yankee' Office"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	55213
"eaf175"	"Ingraham, J. H. (Joseph Holt)"	"The Spanish galleon, or, The pirate of the Mediterranean"	"Boston"	"F. Gleason"	1844	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	39380
"eaf176"	"Ingraham, J. H. (Joseph Holt)"	"Alice May, and Bruising Bill"	"Boston"	"Gleason's Publishing Hall"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	20780
"eaf177"	"Ingraham, J. H. (Joseph Holt)"	"Charles Blackford, or, The adventures of a student in search of a profession"	"Boston"	"Published at the 'Yankee' Office"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	34278
"eaf178"	"Ingraham, J. H. (Joseph Holt)"	"Fleming Field, or, The young artisan"	"New York"	"Burgess, Stringer & Co"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	35039
"eaf179"	"Ingraham, J. H. (Joseph Holt)"	"Forrestal, or, The light of the reef"	"Boston"	"Henry L. Williams"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	35743
"eaf180"	"Ingraham, J. H. (Joseph Holt)"	"Freemantle, or, The privateersman!"	"Boston"	"George W. Redding & Co."	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	21347
"eaf181"	"Ingraham, J. H. (Joseph Holt)"	"Grace Weldon, or Frederica, the bonnet-girl"	"Boston"	"Henry L. Williams"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	63229
"eaf182"	"Ingraham, J. H. (Joseph Holt)"	"Harry Harefoot"	"Boston"	"[s.n.]"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	66337
"eaf183"	"Ingraham, J. H. (Joseph Holt)"	"Henry Howard, or, Two noes make one yes"	"Boston"	"Henry L. Williams"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	15757
"eaf184"	"Ingraham, J. H. (Joseph Holt)"	"Marie, or, The fugitive"	"Boston"	"Published at the 'Yankee' Office"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	40853
"eaf186"	"Ingraham, J. H. (Joseph Holt)"	"Montezuma, the serf, or, The revolt of the Mexitili"	"Boston"	"Henry L. Williams"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	130826
"eaf187"	"Ingraham, J. H. (Joseph Holt)"	"Neal Nelson"	"Boston"	"Henry L. Williams"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	31813
"eaf188"	"Ingraham, J. H. (Joseph Holt)"	"Norman, or, The privateersman's bride"	"Boston"	"Published at the 'Yankee' Office"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	24219
"eaf189"	"Ingraham, J. H. (Joseph Holt)"	"Rafael"	"Boston"	"H.L. Williams, at the 'Yankee' Office"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	21685
"eaf190"	"Ingraham, J. H. (Joseph Holt)"	"Scarlet Feather, or, The young chief of the Abenaquies"	"Boston"	"F. Gleason"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	36806
"eaf191"	"Ingraham, J. H. (Joseph Holt)"	"The clipper-yacht, or, Moloch, the money-lender!"	"Boston"	"H.L. Williams, at the 'Yankee' Office"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	34190
"eaf192"	"Ingraham, J. H. (Joseph Holt)"	"The cruiser of the mist"	"New York"	"Burgess, Stringer & Co"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	32921
"eaf193"	"Ingraham, J. H. (Joseph Holt)"	"The knights of seven lands"	"Boston"	"F. Gleason"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	36072
"eaf194"	"Ingraham, J. H. (Joseph Holt)"	"The seven knights, or, Tales of many lands"	"Boston"	"Henry L. Williams"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	26490
"eaf195"	"Ingraham, J. H. (Joseph Holt)"	"The wing of the wind"	"New York"	"Burgess, Stringer & Co"	1845	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	35931
"eaf196"	"Ingraham, J. H. (Joseph Holt)"	"Alice May"		"[s.n.]"	1840	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	10923
"eaf197"	"Ingraham, J. H. (Joseph Holt)"	"Bonfield, or, The outlaw of the Bermudas"	"New York"	"H.L. Williams"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	58938
"eaf198"	"Ingraham, J. H. (Joseph Holt)"	"Leisler, or, The rebel and king's man"	"Boston"	"Henry L. Williams"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	51632
"eaf199"	"Ingraham, J. H. (Joseph Holt)"	"The lady of the Gulf"	"New York"	"W.F. Burgess"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	33694
"eaf200"	"Ingraham, J. H. (Joseph Holt)"	"The mysterious state-room"	"Boston"	"Gleason's Publishing Hall"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	16656
"eaf201"	"Ingraham, J. H. (Joseph Holt)"	"The odd fellow, or, The secret association, and Foraging Peter"	"Boston"	"United States Publishing Company"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	28444
"eaf202"	"Ingraham, J. H. (Joseph Holt)"	"The slave king, or, The triumph of liberty"	"Boston"	"Henry L. Williams"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	105156
"eaf203"	"Ingraham, J. H. (Joseph Holt)"	"The spectre steamer, and other tales"	"Boston"	"United States Publishing Company"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	55539
"eaf204"	"Ingraham, J. H. (Joseph Holt)"	"The young artist, and, The bold insurgent"	"Boston"	"United States Publishing Company"	1846	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	23026
"eaf205"	"Ingraham, J. H. (Joseph Holt)"	"Blanche Talbot, or, The maiden's hand"	"Boston"	"Williams & Brothers"	1847	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	77904
"eaf206"	"Ingraham, J. H. (Joseph Holt)"	"Edward Manning, or, The bride and the maiden"	"New York"	"Williams Brothers"	1847	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	58172
